devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	4:00:00p	MumDad	MumDad	2 hrs	-	1.47 mi	iOSApp Monitor > Trigger-Bkgnd Fetch@3:55:55 (4m5s ago), State-mum_dad@3:55:54 (4m6s ago), GPS-(55.93396, -3.159123/29.7915657709892m), LastiC3UpdtTime-3:55:55, WillUpdate-False, Already Processed
richards_iphone	4:03:25p	MumDad	MumDad	2 hrs	-	1.47 mi	iOSApp Monitor > Trigger-Bkgnd Fetch@3:55:55 (7m30s ago), State-not_home@4:03:21 (4s ago), GPS-(55.935913, -3.160979/23.43201769246612m), LastiC3UpdtTime-3:55:55, WillUpdate-True, State Change-not_home
richards_iphone	4:03:25p	Away	MumDad	2 hrs	-	1.47 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch, State-not_home, Trigger-Bkgnd Fetch, LastLoc-3:55:55, Zone-not_home, HomeDist-2.16km, inZone-False, GPS-(55.935913, -3.160979/23.43201769246612m), StateThisPoll-not_home, StateLastPoll-mum_dad
richards_iphone	4:03:30p	Away	MumDad	2 hrs	-	1.47 mi	iOSApp State Change detected > mum_dad to not_home
richards_iphone	4:03:30p	Away	MumDad	2 hrs	-	1.47 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-not_home, Trigger-iOSApp Loc Update, LastLoc-4:03:21, Zone-not_home, HomeDist-2.16km, inZone-False, GPS-(55.935913, -3.160979/23.43201769246612m), StateThisPoll-not_home, StateLastPoll-mum_dad
richards_iphone	4:03:30p	Away	MumDad	2 hrs	-	1.47 mi	iOS App update started (iOSApp Loc Update)
richards_iphone	4:03:30p	Away	MumDad	2 hrs	-	1.47 mi	Selected Zone > Away > Gym-5.24km/r45, MumDad-250m/r45, ProjectStrengthFitness-1.16km/r45, Work-2.29km/r45, Home-2.16km/r100, Stationary-3.16km/r1
richards_iphone	4:03:31p	Away	Away	2 hrs	-	1.47 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	4:03:31p	Away	Away	2 hrs	-	1.47 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-250m, Timer-00:00:00,  to 4:11:30
richards_iphone	4:03:31p	Away	Away	2 hrs	-	1.47 mi	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-2.16km, LastDistFmZone-1.47km, DistFmZoneMoved-0.69km, DistFmLastPollMoved-250m
richards_iphone	4:03:31p	Away	Away	3 min	-	1.34 mi	Results: From-Home > CurrZone-Away, GPS-(55.935913, -3.160979/23.43201769246612m), Interval-3 min (2-ExitZone,7-iosAppTrigger), Dist-1.34 mi, NextUpdt-4:06:30, LocationTime-4:03:21 (10 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-4:11:30 (0m)
richards_iphone	4:03:32p	Away	Away	3 min	-	1.34 mi	IOS App update complete
richards_iphone	4:03:35p	Away	Away	3 min	-	1.34 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (4s ago), State-not_home@4:03:32 (3s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:03:30, WillUpdate-True, Trigger Change-Region Exited
richards_iphone	4:03:35p	Away	Away	3 min	-	1.34 mi	iOSApp Trigger Change detected > Region Exited
richards_iphone	4:03:35p	Away	Away	3 min	-	1.34 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Region Exit, State-not_home, Trigger-Region Exited, LastLoc-4:03:31, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036/11.939020425391623m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:03:35p	Away	Away	3 min	-	1.34 mi	iOS App update started (Region Exit)
richards_iphone	4:03:35p	Away	Away	3 min	-	1.34 mi	Selected Zone > Away > Gym-5.2km/r45, MumDad-280m/r45, ProjectStrengthFitness-1.17km/r45, Work-2.25km/r45, Home-2.13km/r100, Stationary-3.12km/r1
richards_iphone	4:03:37p	Away	Away	3 min	-	1.34 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	4:03:37p	Away	Away	3 min	-	1.34 mi	Stat Zone Movement > TotalMoved-0m, Timer-4:11:30, TimerLeft- 475.0 secs, TimerExpired-FalseUnderMoveLimit-True, DistFmZone-2.13km
richards_iphone	4:03:37p	Away	Away	3 min	-	1.34 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-left_zone, DistFmZone-2.13km, LastDistFmZone-1.34km, DistFmZoneMoved-0.79km, DistFmLastPollMoved-0m
richards_iphone	4:03:37p	Away	Away	30 sec	-	1.32 mi	Results: From-Home > CurrZone-Away, GPS-(55.936249, -3.161036/11.939020425391623m), Interval-30 sec (3-<3.5km), Dist-1.32 mi, NextUpdt-4:04:00, LocationTime-4:03:32 (6 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-4:11:30 (0m)
richards_iphone	4:03:38p	Away	Away	30 sec	-	1.32 mi	IOS App update complete
richards_iphone	4:03:40p	Away	Away	30 sec	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (9s ago), State-not_home@4:03:32 (8s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:03:35, WillUpdate-False, Already Processed
richards_iphone	4:03:40p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:03:37, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036/11.939020425391623m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:03:55p	Away	Away	30 sec	-	1.32 mi	Requesting iOSApp Location #0 > LastLocTime-4:03:32 (23 sec ago)
richards_iphone	4:03:55p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:03:37, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036/11.939020425391623m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:04:00p	Away	Away	30 sec	-	1.32 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-4:03:32 (28 sec ago), LastRequested-4:03:55 (5 sec ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:04:30, OldLocPoorGpsCnt-#0, DiscardCnt-#44
richards_iphone	4:04:00p	Away	Away	30 sec	-	1.32 mi	Requesting iOSApp Location #1 > LastLocTime-4:03:32 (28 sec ago), LastRequested-4:03:55 (5 sec ago)
richards_iphone	4:04:05p	Away	Away	30 sec	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (34s ago), State-not_home@4:03:32 (33s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:04:00, WillUpdate-False, Already Processed
richards_iphone	4:04:05p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:00, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:04:26p	Away	Away	30 sec	-	1.32 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-4:03:32 (53 sec ago), LastRequested-4:03:55 (30 sec ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:05:00, OldLocPoorGpsCnt-#0, DiscardCnt-#45
richards_iphone	4:04:26p	Away	Away	30 sec	-	1.32 mi	Requesting iOSApp Location #2 > LastLocTime-4:03:32 (53 sec ago), LastRequested-4:03:55 (30 sec ago)
richards_iphone	4:04:26p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:00, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:04:30p	Away	Away	30 sec	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (59s ago), State-not_home@4:03:32 (58s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:04:25, WillUpdate-False, Already Processed
richards_iphone	4:04:30p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:04:55p	Away	Away	30 sec	-	1.32 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-4:03:32 (1.4 min ago), LastRequested-4:03:55 (1 min ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:05:30, OldLocPoorGpsCnt-#0, DiscardCnt-#46
richards_iphone	4:04:55p	Away	Away	30 sec	-	1.32 mi	Requesting iOSApp Location #3 > LastLocTime-4:03:32 (1.4 min ago), LastRequested-4:03:55 (1 min ago)
richards_iphone	4:04:55p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:05:00p	Away	Away	30 sec	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (1m29s ago), State-not_home@4:03:32 (1m28s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:04:55, WillUpdate-False, Already Processed
richards_iphone	4:05:00p	Away	Away	30 sec	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:55, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:05:26p	Away	Away	2 min	-	1.32 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-4:03:32 (1.9 min ago), LastRequested-4:03:55 (1.5 min ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:07:30, OldLocPoorGpsCnt-#0, DiscardCnt-#47
richards_iphone	4:05:26p	Away	Away	2 min	-	1.32 mi	Requesting iOSApp Location #4 > LastLocTime-4:03:32 (1.9 min ago), LastRequested-4:03:55 (1.5 min ago)
richards_iphone	4:05:26p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:04:55, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:05:30p	Away	Away	2 min	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (1m59s ago), State-not_home@4:03:32 (1m58s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:05:25, WillUpdate-False, Already Processed
richards_iphone	4:05:30p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:05:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:07:25p	Away	Away	2 min	-	1.32 mi	Discarded > Requesting iOSApp Location #5 > LastLocTime-4:03:32 (3.9 min ago), LastRequested-4:03:55 (3.5 min ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:09:30, OldLocPoorGpsCnt-#0, DiscardCnt-#48
richards_iphone	4:07:25p	Away	Away	2 min	-	1.32 mi	Requesting iOSApp Location #5 > LastLocTime-4:03:32 (3.9 min ago), LastRequested-4:03:55 (3.5 min ago)
richards_iphone	4:07:25p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:05:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:07:30p	Away	Away	2 min	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (3m59s ago), State-not_home@4:03:32 (3m58s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:07:25, WillUpdate-False, Already Processed
richards_iphone	4:07:30p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:07:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:09:25p	Away	Away	2 min	-	1.32 mi	Discarded > Requesting iOSApp Location #6 > LastLocTime-4:03:32 (5.9 min ago), LastRequested-4:03:55 (5.5 min ago), OldLocThreshold-1 min, GPS-(55.936249, -3.161036), NextUpdt-4:11:30, OldLocPoorGpsCnt-#0, DiscardCnt-#49
richards_iphone	4:09:25p	Away	Away	2 min	-	1.32 mi	Requesting iOSApp Location #6 > LastLocTime-4:03:32 (5.9 min ago), LastRequested-4:03:55 (5.5 min ago)
richards_iphone	4:09:25p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:07:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:09:30p	Away	Away	2 min	-	1.32 mi	iOSApp Monitor > Trigger-Region Exited@4:03:31 (5m59s ago), State-not_home@4:03:32 (5m58s ago), GPS-(55.936249, -3.161036/11.939020425391623m), LastiC3UpdtTime-4:09:25, WillUpdate-False, Already Processed
richards_iphone	4:09:30p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:03:32, State-not_home, Trigger-Region Exited@4:03:32, LastLoc-4:09:25, Zone-not_home, HomeDist-2.13km, inZone-False, GPS-(55.936249, -3.161036), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:10:15p	Away	Away	2 min	-	1.32 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (3s ago), State-not_home@4:10:12 (3s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:09:25, WillUpdate-True, Trigger Change-Sig Loc Change
richards_iphone	4:10:15p	Away	Away	2 min	-	1.32 mi	iOSApp Trigger Change detected > Sig Loc Change
richards_iphone	4:10:15p	Away	Away	2 min	-	1.32 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Sig Loc Change, State-not_home, Trigger-Sig Loc Change, LastLoc-4:10:12, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658/4.7405103270517515m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:10:15p	Away	Away	2 min	-	1.32 mi	iOS App update started (Sig Loc Change)
richards_iphone	4:10:15p	Away	Away	2 min	-	1.32 mi	Selected Zone > Away > Gym-5.2km/r45, MumDad-0.51km/r45, ProjectStrengthFitness-1.5km/r45, Work-2.42km/r45, Home-2.25km/r100, Stationary-3.22km/r1
richards_iphone	4:10:21p	Away	Away	2 min	-	1.32 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	4:10:21p	Away	Away	2 min	-	1.32 mi	Stat Zone > Reset Timer, MovedOverLimit-True, Moved-350m, Timer-4:11:30,  to 4:18:15
richards_iphone	4:10:21p	Away	Away	2 min	-	1.32 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-2.25km, LastDistFmZone-1.32km, DistFmZoneMoved-0.93km, DistFmLastPollMoved-350m
richards_iphone	4:10:21p	Away	Away	30 sec	-	1.4 mi	Results: From-Home > CurrZone-Away, GPS-(55.935822, -3.16658/4.7405103270517515m), Interval-30 sec (3-<3.5km), Dist-1.4 mi, NextUpdt-4:10:45, LocationTime-4:10:12 (9 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-4:18:15 (0m)
richards_iphone	4:10:22p	Away	Away	30 sec	-	1.4 mi	IOS App update complete
richards_iphone	4:10:25p	Away	Away	30 sec	-	1.4 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (13s ago), State-not_home@4:10:12 (13s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:10:15, WillUpdate-False, Already Processed
richards_iphone	4:10:25p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@4:10:12, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:10:21, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658/4.7405103270517515m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:10:40p	Away	Away	30 sec	-	1.4 mi	Requesting iOSApp Location #0 > LastLocTime-4:10:12 (28 sec ago)
richards_iphone	4:10:40p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:10:21, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658/4.7405103270517515m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:10:46p	Away	Away	30 sec	-	1.4 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-4:10:12 (33 sec ago), LastRequested-4:10:40 (5 sec ago), OldLocThreshold-1 min, GPS-(55.935822, -3.16658), NextUpdt-4:11:15, OldLocPoorGpsCnt-#0, DiscardCnt-#50
richards_iphone	4:10:46p	Away	Away	30 sec	-	1.4 mi	Requesting iOSApp Location #1 > LastLocTime-4:10:12 (33 sec ago), LastRequested-4:10:40 (5 sec ago)
richards_iphone	4:10:50p	Away	Away	30 sec	-	1.4 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (38s ago), State-not_home@4:10:12 (38s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:10:45, WillUpdate-False, Already Processed
richards_iphone	4:10:50p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@4:10:12, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:10:45, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:11:10p	Away	Away	30 sec	-	1.4 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-4:10:12 (58 sec ago), LastRequested-4:10:40 (30 sec ago), OldLocThreshold-1 min, GPS-(55.935822, -3.16658), NextUpdt-4:11:45, OldLocPoorGpsCnt-#0, DiscardCnt-#51
richards_iphone	4:11:10p	Away	Away	30 sec	-	1.4 mi	Requesting iOSApp Location #2 > LastLocTime-4:10:12 (58 sec ago), LastRequested-4:10:40 (30 sec ago)
richards_iphone	4:11:10p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:10:45, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:11:15p	Away	Away	30 sec	-	1.4 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (1m3s ago), State-not_home@4:10:12 (1m3s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:11:10, WillUpdate-False, Already Processed
richards_iphone	4:11:15p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@4:10:12, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:11:10, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:11:40p	Away	Away	30 sec	-	1.4 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-4:10:12 (1.5 min ago), LastRequested-4:10:40 (1 min ago), OldLocThreshold-1 min, GPS-(55.935822, -3.16658), NextUpdt-4:12:15, OldLocPoorGpsCnt-#0, DiscardCnt-#52
richards_iphone	4:11:40p	Away	Away	30 sec	-	1.4 mi	Requesting iOSApp Location #3 > LastLocTime-4:10:12 (1.5 min ago), LastRequested-4:10:40 (1 min ago)
richards_iphone	4:11:40p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:11:10, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:11:45p	Away	Away	30 sec	-	1.4 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (1m33s ago), State-not_home@4:10:12 (1m33s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:11:40, WillUpdate-False, Already Processed
richards_iphone	4:11:45p	Away	Away	30 sec	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@4:10:12, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:11:40, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:12:10p	Away	Away	2 min	-	1.4 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-4:10:12 (2 min ago), LastRequested-4:10:40 (1.5 min ago), OldLocThreshold-1 min, GPS-(55.935822, -3.16658), NextUpdt-4:14:15, OldLocPoorGpsCnt-#0, DiscardCnt-#53
richards_iphone	4:12:10p	Away	Away	2 min	-	1.4 mi	Requesting iOSApp Location #4 > LastLocTime-4:10:12 (2 min ago), LastRequested-4:10:40 (1.5 min ago)
richards_iphone	4:12:10p	Away	Away	2 min	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:11:40, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:12:15p	Away	Away	2 min	-	1.4 mi	iOSApp Monitor > Trigger-Sig Loc Change@4:10:12 (2m3s ago), State-not_home@4:10:12 (2m3s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:12:10, WillUpdate-False, Already Processed
richards_iphone	4:12:15p	Away	Away	2 min	-	1.4 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@4:10:12, State-not_home, Trigger-Sig Loc Change@4:10:12, LastLoc-4:12:10, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:13:35p	Away	Away	2 min	-	1.4 mi	iOSApp Monitor > Trigger-Siri@4:13:31 (4s ago), State-not_home@4:10:12 (3m23s ago), GPS-(55.935822, -3.16658/4.7405103270517515m), LastiC3UpdtTime-4:12:10, WillUpdate-True, Trigger Change-Siri
richards_iphone	4:13:35p	Away	Away	2 min	-	1.4 mi	iOSApp Trigger Change detected > Siri
richards_iphone	4:13:35p	Away	Away	2 min	-	1.4 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-4:13:31, Zone-not_home, HomeDist-2.25km, inZone-False, GPS-(55.935822, -3.16658/4.7405103270517515m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:13:35p	Away	Away	2 min	-	1.4 mi	iOS App update started (Siri)
richards_iphone	4:13:35p	Away	Away	2 min	-	1.4 mi	Selected Zone > Away > Gym-5.2km/r45, MumDad-0.51km/r45, ProjectStrengthFitness-1.5km/r45, Work-2.42km/r45, Home-2.25km/r100, Stationary-3.22km/r1
richards_iphone	4:13:41p	Away	Away	2 min	-	1.4 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
